province,month,temperature,humidity,rainfall
Khánh Hòa,202008,28.2,83.65,6.89
Khánh Hòa,202009,28.58,79.99,7.01
Khánh Hòa,202010,27.56,83.55,16.47
Khánh Hòa,202011,26.12,86.48,14.65
Khánh Hòa,202012,24.76,88.22,4.89
Khánh Hòa,202013,27.14,81.88,5.18
Khánh Hòa,202101,23.31,84.75,1.01
Khánh Hòa,202102,23.65,81.48,0.12
Khánh Hòa,202103,26.15,80.59,0.45
Khánh Hòa,202104,27.45,80.39,3.85
Khánh Hòa,202105,28.75,81.27,6.43
Khánh Hòa,202106,28.26,84.31,5.23
Khánh Hòa,202107,28.04,82.49,4.73
Khánh Hòa,202108,27.78,84.31,4.0
Khánh Hòa,202109,27.9,81.96,9.42
Khánh Hòa,202110,27.7,84.66,24.96
Khánh Hòa,202111,26.86,88.25,16.46
Khánh Hòa,202112,24.8,85.02,2.66
Khánh Hòa,202113,26.74,83.3,6.64
Khánh Hòa,202201,24.79,83.25,0.61
Khánh Hòa,202202,25.17,86.2,1.21
Khánh Hòa,202203,26.3,83.54,7.18
Khánh Hòa,202204,26.82,84.02,4.17
Khánh Hòa,202205,27.92,85.78,7.02
Khánh Hòa,202206,28.6,82.93,4.53
Khánh Hòa,202207,28.22,83.23,6.78
Khánh Hòa,202208,28.21,82.15,8.64
Khánh Hòa,202209,28.53,79.71,8.07
Khánh Hòa,202210,27.11,83.2,11.63
Khánh Hòa,202211,26.53,86.14,7.16
Khánh Hòa,202212,25.09,82.79,10.47
Khánh Hòa,202213,26.95,83.56,6.5
Khánh Hòa,202301,24.11,88.1,5.14
Khánh Hòa,202302,24.82,84.74,0.74
Khánh Hòa,202303,25.26,79.34,0.12
Khánh Hòa,202304,27.93,81.79,0.29
Khánh Hòa,202305,28.81,82.23,5.23
Khánh Hòa,202306,28.51,84.94,6.43
Khánh Hòa,202307,28.2,85.2,8.07
Khánh Hòa,202308,28.1,85.96,4.83
Khánh Hòa,202309,28.75,82.0,9.76
Khánh Hòa,202310,28.31,83.85,7.22
Khánh Hòa,202311,27.23,86.5,6.57
Khánh Hòa,202312,26.07,87.43,4.39
Khánh Hòa,202313,27.18,84.34,4.92
Khánh Hòa,202401,25.0,82.53,1.13
Khánh Hòa,202402,25.77,82.98,0.51
Khánh Hòa,202403,26.46,83.02,0.3
Khánh Hòa,202404,28.97,77.46,0.08
Khánh Hòa,202405,30.21,77.37,5.75
Khánh Hòa,202406,29.13,82.99,7.4
Khánh Hòa,202407,28.18,84.02,10.75
Khánh Hòa,202408,28.53,85.05,5.61
Khánh Hòa,202409,28.56,83.11,9.28
Khánh Hòa,202410,27.96,84.07,5.93
Khánh Hòa,202411,26.83,85.95,3.82
Khánh Hòa,202412,25.2,88.45,7.87
Khánh Hòa,202413,27.57,83.09,4.89
Khánh Hòa,202501,23.15,83.89,1.62
Khánh Hòa,202502,24.08,87.17,3.57
Khánh Hòa,202503,25.66,85.41,1.47
Kiên Giang,201501,26.21,71.25,0.34
Kiên Giang,201502,27.73,62.47,0.13
Kiên Giang,201503,30.02,59.51,0.09
Kiên Giang,201504,30.59,64.37,2.02
Kiên Giang,201505,30.67,69.24,2.54
Kiên Giang,201506,28.68,78.95,7.57
Kiên Giang,201507,27.75,85.31,4.27
Kiên Giang,201508,27.33,86.18,5.82
Kiên Giang,201509,27.26,87.43,9.76
Kiên Giang,201510,27.28,86.1,3.94
Kiên Giang,201511,27.04,87.64,5.23
Kiên Giang,201512,27.07,80.47,1.05
Kiên Giang,201513,28.14,76.66,3.56
Kiên Giang,201601,28.14,72.44,0.54
Kiên Giang,201602,29.05,60.01,0.15
Kiên Giang,201603,30.5,57.81,0.08
Kiên Giang,201604,31.88,58.4,0.16
Kiên Giang,201605,30.76,70.99,7.29
Kiên Giang,201606,27.84,85.28,7.22
Kiên Giang,201607,27.48,86.86,6.74
Kiên Giang,201608,27.42,87.54,5.59
Kiên Giang,201609,27.14,88.05,9.33
Kiên Giang,201610,26.64,90.84,11.77
Kiên Giang,201611,26.88,88.7,6.81
Kiên Giang,201612,25.97,87.03,3.26
Kiên Giang,201613,28.3,77.9,4.93
Kiên Giang,201701,26.23,82.86,1.92
Kiên Giang,201702,27.08,74.88,1.34
Kiên Giang,201703,28.6,70.61,1.19
Kiên Giang,201704,29.59,72.54,3.26
Kiên Giang,201705,29.07,80.03,6.79
Kiên Giang,201706,28.06,84.4,4.52
Kiên Giang,201707,27.45,85.68,7.55
Kiên Giang,201708,27.34,88.0,9.36
Kiên Giang,201709,27.75,86.48,6.93
Kiên Giang,201710,27.27,85.53,8.04
Kiên Giang,201711,26.76,88.57,4.9
Kiên Giang,201712,25.45,84.33,2.9
Kiên Giang,201713,27.55,82.04,4.92
Kiên Giang,201801,26.23,82.08,3.31
Kiên Giang,201802,26.18,76.26,0.39
Kiên Giang,201803,28.73,70.61,2.74
Kiên Giang,201804,29.73,69.76,3.35
Kiên Giang,201805,29.02,78.19,6.64
Kiên Giang,201806,27.58,86.59,10.4
Kiên Giang,201807,27.32,88.11,13.73
Kiên Giang,201808,27.08,88.01,7.67
Kiên Giang,201809,27.09,87.21,8.8
Kiên Giang,201810,27.2,86.28,7.71
Kiên Giang,201811,27.06,85.43,2.74
Kiên Giang,201812,26.94,83.96,3.62
Kiên Giang,201813,27.52,81.92,5.97
Kiên Giang,201901,25.79,80.63,1.59
Kiên Giang,201902,27.73,71.19,0.2
Kiên Giang,201903,30.13,61.71,0.8
Kiên Giang,201904,31.2,64.07,1.68
Kiên Giang,201905,29.39,80.92,7.49
Kiên Giang,201906,28.18,86.72,13.96
Kiên Giang,201907,27.6,87.43,9.65
Kiên Giang,201908,27.39,89.18,14.77
Kiên Giang,201909,27.17,87.64,11.75
Kiên Giang,201910,27.29,86.92,5.87
Kiên Giang,201911,26.76,84.52,3.34
Kiên Giang,201912,26.02,77.63,0.16
Kiên Giang,201913,27.88,79.94,5.97
Kiên Giang,202001,27.78,69.32,0.48
Kiên Giang,202002,28.88,60.19,0.11
Kiên Giang,202003,30.15,63.35,0.85
Kiên Giang,202004,29.95,71.05,4.4
Kiên Giang,202005,30.28,74.7,4.12
Kiên Giang,202006,28.01,85.58,22.9
Kiên Giang,202007,27.78,85.02,7.99
Kiên Giang,202008,27.61,87.12,8.32
Kiên Giang,202009,27.56,86.33,16.29
Kiên Giang,202010,26.91,88.71,15.31
Kiên Giang,202011,26.87,86.24,6.3
Kiên Giang,202012,25.52,86.16,3.06
Kiên Giang,202013,28.1,78.71,7.5
Kiên Giang,202101,25.03,79.02,0.74
Kiên Giang,202102,27.0,71.55,0.59
Kiên Giang,202103,30.06,61.87,0.39
Kiên Giang,202104,29.19,74.64,5.15
Kiên Giang,202105,28.53,82.86,10.92
Kiên Giang,202106,27.83,85.81,6.58
Kiên Giang,202107,27.6,86.76,13.6
Kiên Giang,202108,27.4,87.04,10.74
Kiên Giang,202109,26.98,87.58,13.09
Kiên Giang,202110,27.18,87.7,7.76
Kiên Giang,202111,26.51,90.57,9.12
Kiên Giang,202112,25.31,85.51,1.11
Kiên Giang,202113,27.39,81.79,6.68
Kiên Giang,202201,26.68,77.33,0.19
Kiên Giang,202202,28.36,71.54,1.44
Kiên Giang,202203,29.17,71.92,4.72
Kiên Giang,202204,28.15,81.53,7.65
Kiên Giang,202205,28.12,85.28,7.63
Kiên Giang,202206,27.9,85.53,6.12
Kiên Giang,202207,27.55,87.25,13.77
Kiên Giang,202208,27.21,87.25,9.67
Kiên Giang,202209,27.11,87.5,11.21
Kiên Giang,202210,26.82,87.19,8.24
Kiên Giang,202211,26.63,88.5,7.2
Kiên Giang,202212,25.02,85.17,2.26
Kiên Giang,202213,27.38,83.06,6.7
Kiên Giang,202301,25.61,80.55,1.62
Kiên Giang,202302,27.4,73.62,0.37
Kiên Giang,202303,29.32,61.02,0.09
Kiên Giang,202304,30.26,71.5,2.4
Kiên Giang,202305,29.98,75.75,5.54
Kiên Giang,202306,28.34,85.49,6.87
Kiên Giang,202307,27.87,86.41,13.18
Kiên Giang,202308,28.06,86.55,5.79
Kiên Giang,202309,27.43,88.46,16.02
Kiên Giang,202310,27.9,85.86,9.95
Kiên Giang,202311,26.76,89.2,7.08
Kiên Giang,202312,26.64,85.4,1.63
Kiên Giang,202313,27.97,80.85,5.9
Kiên Giang,202401,27.38,75.45,0.09
Kiên Giang,202402,29.57,64.86,0.04
Kiên Giang,202403,30.85,60.79,0.42
Kiên Giang,202404,32.93,56.55,0.1
Kiên Giang,202405,30.97,73.67,6.27
Kiên Giang,202406,28.8,83.43,8.79
Kiên Giang,202407,27.72,88.16,16.77
Kiên Giang,202408,28.08,87.44,9.09
Kiên Giang,202409,27.58,88.79,14.48
Kiên Giang,202410,27.61,87.38,11.35
Kiên Giang,202411,27.26,87.06,4.67
Kiên Giang,202412,25.85,84.95,2.68
Kiên Giang,202413,28.71,78.28,6.25
Kiên Giang,202501,25.92,74.24,0.2
Kiên Giang,202502,28.28,68.34,0.72
Kiên Giang,202503,30.27,62.08,1.33
Kon Tum,201501,18.58,71.67,0.48
Kon Tum,201502,20.85,67.69,0.15
Kon Tum,201503,23.47,64.43,0.74
Kon Tum,201504,25.18,62.04,0.41
Kon Tum,201505,26.38,65.49,0.14
Kon Tum,201506,26.36,64.34,0.43
Kon Tum,201507,24.69,71.8,0.76
Kon Tum,201508,25.28,72.51,1.01
Kon Tum,201509,24.95,73.35,1.98
Kon Tum,201510,23.43,74.9,2.6
Kon Tum,201511,22.48,80.19,4.5
Kon Tum,201512,20.73,80.09,3.26
Kon Tum,201513,23.54,70.74,1.38
Kon Tum,201601,21.08,78.19,1.7
Kon Tum,201602,19.62,72.2,0.4
Kon Tum,201603,23.83,61.64,0.2
Kon Tum,201604,26.99,57.77,0.68
Kon Tum,201605,25.48,75.12,3.12
Kon Tum,201606,24.32,80.56,4.59
Kon Tum,201607,23.36,86.02,3.84
Kon Tum,201608,22.96,90.75,11.78
Kon Tum,201609,22.57,92.06,17.29
Kon Tum,201610,22.13,91.39,11.31
Kon Tum,201611,21.13,91.58,10.39
Kon Tum,201612,19.51,92.25,15.41
Kon Tum,201613,22.75,80.84,6.74
Kon Tum,201701,18.96,88.64,2.41
Kon Tum,201702,18.34,86.45,2.75
Kon Tum,201703,20.91,83.57,1.79
Kon Tum,201704,22.96,83.24,1.51
Kon Tum,201705,23.54,87.6,6.07
Kon Tum,201706,23.15,90.14,5.13
Kon Tum,201707,22.17,93.62,14.92
Kon Tum,201708,23.04,91.05,7.49
Kon Tum,201709,23.25,89.32,7.37
Kon Tum,201710,21.59,90.57,9.48
Kon Tum,201711,20.97,92.19,16.56
Kon Tum,201712,18.21,88.39,4.34
Kon Tum,201713,21.44,88.75,6.67
Kon Tum,201801,18.83,87.57,1.23
Kon Tum,201802,17.98,83.67,0.34
Kon Tum,201803,20.53,82.44,1.42
Kon Tum,201804,22.54,79.35,2.17
Kon Tum,201805,23.68,84.0,3.49
Kon Tum,201806,22.39,91.14,12.21
Kon Tum,201807,22.23,92.33,12.9
Kon Tum,201808,22.07,92.46,15.68
Kon Tum,201809,22.71,90.51,8.49
Kon Tum,201810,21.28,87.81,5.93
Kon Tum,201811,20.62,89.14,5.9
Kon Tum,201812,20.08,90.1,8.24
Kon Tum,201813,21.26,87.58,6.54
Kon Tum,201901,18.28,88.07,2.89
Kon Tum,201902,20.22,83.58,0.07
Kon Tum,201903,22.09,80.51,0.81
Kon Tum,201904,24.55,77.82,1.58
Kon Tum,201905,24.07,86.81,4.71
Kon Tum,201906,23.84,88.83,6.66
Kon Tum,201907,22.66,89.65,5.91
Kon Tum,201908,22.61,91.63,12.49
Kon Tum,201909,22.12,90.46,13.89
Kon Tum,201910,21.81,89.49,11.27
Kon Tum,201911,19.93,89.95,7.51
Kon Tum,201912,17.84,86.64,0.62
Kon Tum,201913,21.67,86.98,5.73
Kon Tum,202001,18.4,86.17,0.4
Kon Tum,202002,18.58,82.68,0.38
Kon Tum,202003,22.71,77.6,0.54
Kon Tum,202004,23.29,77.03,2.13
Kon Tum,202005,25.27,77.35,3.01
Kon Tum,202006,23.85,85.86,5.18
Kon Tum,202007,23.58,86.32,5.49
Kon Tum,202008,22.72,91.63,11.83
Kon Tum,202009,23.07,89.76,8.18
Kon Tum,202010,21.62,93.46,33.16
Kon Tum,202011,20.47,89.97,10.43
Kon Tum,202012,18.42,88.5,2.45
Kon Tum,202013,21.84,85.54,6.97
Kon Tum,202101,16.78,86.3,0.85
Kon Tum,202102,18.28,82.57,0.54
Kon Tum,202103,21.68,79.38,0.52
Kon Tum,202104,23.32,79.52,2.3
Kon Tum,202105,24.76,78.54,2.79
Kon Tum,202106,23.48,87.35,4.74
Kon Tum,202107,22.99,88.4,10.17
Kon Tum,202108,22.81,90.54,9.1
Kon Tum,202109,22.35,91.45,20.54
Kon Tum,202110,21.85,93.26,24.92
Kon Tum,202111,20.69,91.67,12.61
Kon Tum,202112,18.48,88.52,5.14
Kon Tum,202113,21.47,86.48,7.89
Kon Tum,202201,18.85,87.92,1.82
Kon Tum,202202,19.72,85.72,0.87
Kon Tum,202203,21.52,84.35,4.48
Kon Tum,202204,21.97,83.52,3.65
Kon Tum,202205,22.68,89.48,8.91
Kon Tum,202206,23.2,88.87,1.79
Kon Tum,202207,23.03,90.2,8.21
Kon Tum,202208,22.59,91.42,9.74
Kon Tum,202209,22.44,91.48,15.68
Kon Tum,202210,20.99,90.8,12.9
Kon Tum,202211,20.93,89.51,4.33
Kon Tum,202212,17.74,89.55,5.93
Kon Tum,202213,21.31,88.59,6.57
Kon Tum,202301,17.67,89.1,3.73
Kon Tum,202302,19.5,86.18,1.78
Kon Tum,202303,20.48,80.9,0.3
Kon Tum,202304,24.26,80.2,1.18
Kon Tum,202305,24.32,84.52,5.75
Kon Tum,202306,23.36,90.98,7.06
Kon Tum,202307,23.38,90.7,10.13
Kon Tum,202308,23.06,91.0,6.65
Kon Tum,202309,22.94,91.78,14.87
Kon Tum,202310,22.39,93.29,16.2
Kon Tum,202311,20.84,90.8,7.87
Kon Tum,202312,20.01,89.53,3.91
Kon Tum,202313,21.86,88.26,6.65
Kon Tum,202401,18.71,86.69,1.16
Kon Tum,202402,20.54,84.07,0.31
Kon Tum,202403,22.33,80.1,0.35
Kon Tum,202404,26.12,71.17,0.02
Kon Tum,202405,25.01,80.65,4.53
Kon Tum,202406,23.76,88.72,10.14
Kon Tum,202407,22.86,92.16,11.71
Kon Tum,202408,23.71,89.65,6.23
Kon Tum,202409,22.98,91.93,12.7
Kon Tum,202410,21.87,91.46,12.33
Kon Tum,202411,20.79,89.7,7.04
Kon Tum,202412,18.66,90.51,6.76
Kon Tum,202413,22.28,86.42,6.12
Kon Tum,202501,16.43,85.79,1.37
Kon Tum,202502,18.84,85.27,1.75
Kon Tum,202503,21.05,80.54,0.81
Lai Châu,201501,12.29,81.08,2.55
Lai Châu,201502,14.88,75.5,1.05
Lai Châu,201503,19.77,74.89,1.41
Lai Châu,201504,21.21,73.44,3.3
Lai Châu,201505,25.99,70.22,5.87
Lai Châu,201506,25.22,80.72,5.51
Lai Châu,201507,24.77,79.46,7.62
Lai Châu,201508,24.51,81.8,10.16
Lai Châu,201509,23.75,83.87,7.45
Lai Châu,201510,21.01,81.14,5.29
Lai Châu,201511,19.07,82.08,2.57
Lai Châu,201512,13.1,86.03,3.04
Lai Châu,201513,20.49,79.21,4.68
Lai Châu,201601,12.55,81.7,1.94
Lai Châu,201602,11.53,78.48,1.05
Lai Châu,201603,18.18,74.94,0.93
Lai Châu,201604,23.7,70.92,5.11
Lai Châu,201605,24.66,75.29,7.24
Lai Châu,201606,25.36,79.84,4.6
Lai Châu,201607,24.85,82.31,8.87
Lai Châu,201608,25.08,82.63,13.58
Lai Châu,201609,23.48,82.79,5.87
Lai Châu,201610,21.97,82.35,3.2
Lai Châu,201611,17.38,82.11,3.21
Lai Châu,201612,14.31,80.37,0.24
Lai Châu,201613,20.28,79.49,4.67
Lai Châu,201701,14.18,86.25,3.1
Lai Châu,201702,14.36,81.09,0.8
Lai Châu,201703,18.65,77.68,4.18
Lai Châu,201704,21.05,78.73,3.81
Lai Châu,201705,23.27,76.66,3.31
Lai Châu,201706,24.94,82.46,6.18
Lai Châu,201707,24.55,83.12,13.13
Lai Châu,201708,24.5,84.63,13.95
Lai Châu,201709,24.48,83.9,8.24
Lai Châu,201710,20.27,86.84,6.49
Lai Châu,201711,16.79,83.43,2.6
Lai Châu,201712,12.33,82.23,0.94
Lai Châu,201713,19.97,82.26,5.6
Lai Châu,201801,13.43,82.82,2.46
Lai Châu,201802,13.71,79.19,0.8
Lai Châu,201803,18.42,77.2,2.79
Lai Châu,201804,21.1,77.94,3.97
Lai Châu,201805,23.95,79.39,6.39
Lai Châu,201806,24.55,82.77,11.84
Lai Châu,201807,24.94,83.66,14.66
Lai Châu,201808,24.85,83.06,12.41
Lai Châu,201809,23.53,82.81,8.23
Lai Châu,201810,19.95,84.43,4.11
Lai Châu,201811,18.32,79.86,0.99
Lai Châu,201812,14.24,85.39,1.96
Lai Châu,201813,20.12,81.57,5.92
Lai Châu,201901,13.97,85.86,4.72
Lai Châu,201902,18.03,76.78,0.96
Lai Châu,201903,19.67,76.3,1.56
Lai Châu,201904,23.74,73.65,2.85
Lai Châu,201905,24.88,78.27,4.88
Lai Châu,201906,25.42,82.54,8.14
Lai Châu,201907,25.07,83.31,12.03
Lai Châu,201908,25.43,81.17,13.65
Lai Châu,201909,23.21,78.73,5.2
Lai Châu,201910,21.32,82.71,3.25
Lai Châu,201911,17.24,83.27,0.37
Lai Châu,201912,13.38,77.31,0.82
Lai Châu,201913,20.95,80.02,4.91
Lai Châu,202001,15.0,82.39,0.56
Lai Châu,202002,14.99,81.28,1.19
Lai Châu,202003,19.93,76.3,3.81
Lai Châu,202004,19.44,80.25,6.5
Lai Châu,202005,25.37,76.8,4.37
Lai Châu,202006,25.52,81.81,6.68
Lai Châu,202007,25.18,81.71,9.88
Lai Châu,202008,24.65,83.67,13.71
Lai Châu,202009,24.02,83.8,10.75
Lai Châu,202010,19.54,84.14,6.68
Lai Châu,202011,17.5,81.33,0.76
Lai Châu,202012,12.03,84.08,0.19
Lai Châu,202013,20.28,81.46,5.44
Lai Châu,202101,10.94,82.43,0.7
Lai Châu,202102,16.05,81.14,3.83
Lai Châu,202103,19.56,76.32,1.56
Lai Châu,202104,22.03,78.2,5.15
Lai Châu,202105,25.01,77.42,4.3
Lai Châu,202106,24.92,82.86,7.49
Lai Châu,202107,25.11,82.38,10.03
Lai Châu,202108,25.18,82.3,7.91
Lai Châu,202109,23.97,81.63,6.11
Lai Châu,202110,19.54,85.15,8.53
Lai Châu,202111,16.2,85.56,3.45
Lai Châu,202112,12.74,81.96,2.08
Lai Châu,202113,20.12,81.44,5.1
Lai Châu,202201,13.86,85.09,2.53
Lai Châu,202202,12.15,85.41,4.73
Lai Châu,202203,20.67,80.63,3.71
Lai Châu,202204,20.63,76.22,3.23
Lai Châu,202205,22.19,81.82,9.75
Lai Châu,202206,24.41,84.19,9.35
Lai Châu,202207,25.57,81.48,4.44
Lai Châu,202208,25.04,82.2,10.58
Lai Châu,202209,23.36,82.97,8.68
Lai Châu,202210,20.05,81.2,1.31
Lai Châu,202211,19.7,80.96,2.87
Lai Châu,202212,11.59,83.81,1.79
Lai Châu,202213,19.98,82.15,5.24
Lai Châu,202301,11.77,79.27,0.29
Lai Châu,202302,15.98,78.49,1.59
Lai Châu,202303,18.9,79.38,1.56
Lai Châu,202304,22.9,71.59,1.22
Lai Châu,202305,24.96,74.14,3.96
Lai Châu,202306,25.52,79.93,7.93
Lai Châu,202307,25.72,79.27,8.07
Lai Châu,202308,25.26,82.14,10.32
Lai Châu,202309,24.12,81.25,8.41
Lai Châu,202310,21.32,84.44,2.28
Lai Châu,202311,18.25,80.96,1.72
Lai Châu,202312,14.76,81.42,0.38
Lai Châu,202313,20.81,79.37,3.99
Lai Châu,202401,13.84,85.62,3.22
Lai Châu,202402,16.38,73.4,0.26
Lai Châu,202403,19.41,74.43,1.6
Lai Châu,202404,25.37,65.26,0.92
Lai Châu,202405,24.23,79.16,10.38
Lai Châu,202406,25.19,83.86,12.53
Lai Châu,202407,25.73,82.77,11.01
Lai Châu,202408,25.25,82.55,9.28
Lai Châu,202409,24.37,82.01,14.42
Lai Châu,202410,21.12,80.73,3.8
Lai Châu,202411,17.76,80.46,0.41
Lai Châu,202412,12.72,84.3,0.66
Lai Châu,202413,20.95,79.6,5.72
Lai Châu,202501,11.84,79.46,0.72
Lai Châu,202502,14.28,82.69,1.7
Lai Châu,202503,17.87,73.48,1.21
Lâm Đồng,201501,20.32,64.89,0.17
Lâm Đồng,201502,22.11,59.69,0.01
Lâm Đồng,201503,24.67,55.83,0.09
Lâm Đồng,201504,25.84,58.9,0.24
Lâm Đồng,201505,26.05,65.79,1.09
Lâm Đồng,201506,24.62,72.97,2.06
Lâm Đồng,201507,23.68,78.01,2.28
Lâm Đồng,201508,24.38,75.36,0.86
Lâm Đồng,201509,24.05,77.23,1.92
Lâm Đồng,201510,23.37,77.77,3.47
Lâm Đồng,201511,22.48,80.38,5.22
Lâm Đồng,201512,21.6,77.05,2.64
Lâm Đồng,201513,23.6,70.39,1.68
Lâm Đồng,201601,22.7,70.92,0.35
Lâm Đồng,201602,21.71,64.97,0.14
Lâm Đồng,201603,25.38,55.59,0.01
Lâm Đồng,201604,27.24,56.8,0.27
Lâm Đồng,201605,25.56,73.66,7.42
Lâm Đồng,201606,22.87,87.34,11.12
Lâm Đồng,201607,22.34,89.82,5.14
Lâm Đồng,201608,22.5,90.0,7.14
Lâm Đồng,201609,22.27,90.87,8.58
Lâm Đồng,201610,21.78,91.61,6.56
Lâm Đồng,201611,21.47,89.85,5.32
Lâm Đồng,201612,20.3,90.55,9.34
Lâm Đồng,201613,23.01,79.39,5.13
Lâm Đồng,201701,19.91,87.32,2.14
Lâm Đồng,201702,19.44,83.68,0.35
Lâm Đồng,201703,21.59,77.41,0.17
Lâm Đồng,201704,23.7,77.46,2.55
Lâm Đồng,201705,23.28,86.74,7.14
Lâm Đồng,201706,22.56,89.9,7.35
Lâm Đồng,201707,21.76,91.81,11.84
Lâm Đồng,201708,22.47,90.59,6.7
Lâm Đồng,201709,22.83,89.97,5.39
Lâm Đồng,201710,21.77,90.43,7.59
Lâm Đồng,201711,21.45,90.3,4.41
Lâm Đồng,201712,19.3,86.84,1.51
Lâm Đồng,201713,21.68,86.9,4.8
Lâm Đồng,201801,20.02,85.67,0.18
Lâm Đồng,201802,19.04,80.44,0.07
Lâm Đồng,201803,21.84,76.15,0.56
Lâm Đồng,201804,23.91,70.42,1.93
Lâm Đồng,201805,23.68,81.49,4.38
Lâm Đồng,201806,22.07,88.76,9.35
Lâm Đồng,201807,21.91,90.77,9.48
Lâm Đồng,201808,21.64,90.36,9.61
Lâm Đồng,201809,22.09,90.34,11.01
Lâm Đồng,201810,21.49,88.01,4.0
Lâm Đồng,201811,20.96,88.64,6.84
Lâm Đồng,201812,20.87,88.63,2.31
Lâm Đồng,201813,21.64,85.02,4.99
Lâm Đồng,201901,19.19,86.31,1.06
Lâm Đồng,201902,20.3,79.55,0.04
Lâm Đồng,201903,22.79,74.76,0.42
Lâm Đồng,201904,24.85,71.81,1.38
Lâm Đồng,201905,23.89,84.02,6.49
Lâm Đồng,201906,23.03,88.55,7.71
Lâm Đồng,201907,21.89,89.85,7.04
Lâm Đồng,201908,22.18,90.68,15.35
Lâm Đồng,201909,21.82,90.32,12.06
Lâm Đồng,201910,21.93,88.08,3.49
Lâm Đồng,201911,20.42,88.61,6.01
Lâm Đồng,201912,18.67,85.39,0.04
Lâm Đồng,201913,21.75,84.87,5.11
Lâm Đồng,202001,19.34,84.04,0.03
Lâm Đồng,202002,19.85,78.4,0.06
Lâm Đồng,202003,23.69,68.62,0.03
Lâm Đồng,202004,24.73,67.63,0.39
Lâm Đồng,202005,25.73,72.14,3.75
Lâm Đồng,202006,23.08,87.7,9.23
Lâm Đồng,202007,22.59,88.66,9.87
Lâm Đồng,202008,22.26,90.72,12.64
Lâm Đồng,202009,22.56,90.0,9.51
Lâm Đồng,202010,21.64,92.84,14.99
Lâm Đồng,202011,21.07,89.02,6.59
Lâm Đồng,202012,19.58,88.27,1.84
Lâm Đồng,202013,22.18,83.19,5.77
Lâm Đồng,202101,18.38,84.45,0.06
Lâm Đồng,202102,19.08,81.59,0.08
Lâm Đồng,202103,21.67,77.24,0.14
Lâm Đồng,202104,23.34,78.61,3.41
Lâm Đồng,202105,23.54,84.44,5.51
Lâm Đồng,202106,22.5,88.71,6.61
Lâm Đồng,202107,22.27,88.55,8.5
Lâm Đồng,202108,22.46,89.28,9.3
Lâm Đồng,202109,22.0,90.42,11.27
Lâm Đồng,202110,21.55,92.45,10.71
Lâm Đồng,202111,21.31,91.49,7.08
Lâm Đồng,202112,19.49,87.16,0.78
Lâm Đồng,202113,21.48,86.22,5.31
Lâm Đồng,202201,19.44,85.48,0.15
Lâm Đồng,202202,20.84,83.92,0.43
Lâm Đồng,202203,22.32,80.02,2.34
Lâm Đồng,202204,23.04,78.75,2.65
Lâm Đồng,202205,22.95,86.36,5.62
Lâm Đồng,202206,22.91,89.3,6.71
Lâm Đồng,202207,22.26,90.82,10.28
Lâm Đồng,202208,22.01,90.74,12.29
Lâm Đồng,202209,21.88,91.39,10.2
Lâm Đồng,202210,21.29,89.96,5.68
Lâm Đồng,202211,20.99,90.33,3.87
Lâm Đồng,202212,18.7,88.08,4.89
Lâm Đồng,202213,21.55,87.12,5.46
Lâm Đồng,202301,19.15,87.22,1.45
Lâm Đồng,202302,19.97,83.2,0.14
Lâm Đồng,202303,20.86,77.43,0.03
Lâm Đồng,202304,24.65,74.22,0.15
Lâm Đồng,202305,23.91,83.78,7.15
Lâm Đồng,202306,22.78,90.68,7.63
Lâm Đồng,202307,22.58,91.2,15.21
Lâm Đồng,202308,22.87,89.21,7.32
Lâm Đồng,202309,22.54,91.65,12.34
Lâm Đồng,202310,22.56,91.24,5.35
Lâm Đồng,202311,21.41,89.77,2.78
Lâm Đồng,202312,20.8,87.83,1.55
Lâm Đồng,202313,22.01,86.48,5.13
Lâm Đồng,202401,19.72,85.12,0.28
Lâm Đồng,202402,21.18,80.88,0.14
Lâm Đồng,202403,22.99,73.54,0.04
Lâm Đồng,202404,26.63,64.32,0.01
Lâm Đồng,202405,25.26,78.4,6.18
Lâm Đồng,202406,23.27,88.48,7.86
Lâm Đồng,202407,22.22,91.36,18.44
Lâm Đồng,202408,23.14,90.02,10.57
Lâm Đồng,202409,22.5,91.63,9.99
Lâm Đồng,202410,22.02,90.71,5.06
Lâm Đồng,202411,21.52,88.15,2.11
Lâm Đồng,202412,20.14,88.91,3.5
Lâm Đồng,202413,22.55,84.32,5.38
Lâm Đồng,202501,18.31,83.97,0.21
Lâm Đồng,202502,20.13,83.95,0.64
Lâm Đồng,202503,22.11,76.61,0.43
Lạng Sơn,201501,13.45,80.4,1.36
Lạng Sơn,201502,16.86,81.08,0.9
Lạng Sơn,201503,20.51,80.73,1.22
Lạng Sơn,201504,23.51,71.12,0.96
Lạng Sơn,201505,27.4,81.78,5.58
Lạng Sơn,201506,27.42,85.78,5.3
Lạng Sơn,201507,26.95,82.45,9.74
Lạng Sơn,201508,26.61,85.32,7.41
Lạng Sơn,201509,25.67,87.92,7.23
Lạng Sơn,201510,22.32,82.19,1.14
Lạng Sơn,201511,20.34,86.75,4.11
Lạng Sơn,201512,13.71,84.25,2.73
Lạng Sơn,201513,22.08,82.49,3.99
Lạng Sơn,201601,12.74,85.73,4.14
Lạng Sơn,201602,12.0,75.57,0.42
Lạng Sơn,201603,18.3,80.77,1.04
Lạng Sơn,201604,24.31,84.07,3.97
